,Registered Voters,Years in Use
1055,17800.0,4.0
1056,17270.0,6.0
1057,1854.0,8.0
1058,1663.0,8.0
1059,3679.0,5.999999999999999
1060,3298.0,6.0
1061,852.0,6.0
1062,4360.0,2.0
1063,1329.0,6.0
1064,3795.0,10.0
1065,22305.0,4.0
1066,2076.0,8.0
1067,1226.0,8.0
1068,9039.0,7.606262156397171
1069,13421.0,9.020806387225536
1070,2051.0,8.0
1071,424949.0,6.0
1072,2220.0,8.0
1073,5254.0,6.000000000000001
1074,1464.0,8.0
1075,12419.0,8.0
1076,1106.0,4.0
1077,51331.0,9.999999999999998
1078,2021.0,4.0
1079,7505.0,8.0
1080,1909.0,6.0
1081,19806.0,8.0
1082,18857.0,8.0
1083,7922.0,7.092274671549827
1084,6966.0,9.999999999999998
1085,3284.0,8.0
1086,24988.0,6.0
1087,4238.0,8.0
1088,18654.0,6.0
1089,3870.0,5.999999999999999
1090,1991.0,6.000000000000001
1091,7315.0,8.0
1092,9872.0,5.999999999999999
1093,1830.0,8.0
1094,3101.0,8.42420602830135
1095,11780.0,8.0
1096,2451.0,4.0
1097,3803.0,10.0
1098,3601.0,19.999999999999996
1099,3813.0,2.0
1100,17052.0,7.929917774474763
1101,5554.0,7.020806387225535
1102,1886.0,2.0
1103,40270.0,8.0
1104,3384.0,8.0
1105,5597.0,8.0
1106,36057.0,2.0353176997378717
1107,3559.0,8.0
1108,2139.0,6.0
1109,4441.0,0.0
1110,33709.0,8.0
1111,3314.0,5.020806387225534
1112,330921.0,8.0
1113,10572.0,4.627291475710258
1114,109860.0,9.952881026960066
1115,1823.0,5.0
1116,3554.0,8.0
1117,2729.0,8.0
1118,2585.0,6.000000000000001
1119,1021.0,8.0
1120,2771.0,6.0
1121,14620.0,5.999999999999999
1122,5092.0,8.0
1123,2034.0,8.0
1124,5161.0,6.0
1125,1085.0,6.0
1126,3469.0,8.0
1127,1218.0,8.0
1128,5051.0,6.0
1129,2020.0,6.000000000000001
1130,86948.0,8.0
1131,13256.0,4.0
1132,14380.0,4.0
1133,17906.0,4.0
1134,5808.0,4.0
1135,30772.0,4.0
1136,9001.0,6.000000000000001
1137,18092.0,2.0
1138,97617.0,4.0
1139,13992.0,4.0
1140,33490.0,4.0
1141,21111.0,4.0
1142,6225.0,6.0
1143,9709.0,6.000000000000001
1144,14926.0,4.0
1145,61324.0,4.0
1146,8835.0,4.0
1147,9272.0,4.0
1148,26257.0,4.0
1149,67780.0,4.0
1150,3634.0,4.0
1151,7392.0,6.0
1152,18216.0,4.0
1153,10615.0,4.0
1154,41995.0,4.0
1155,28362.0,4.0
1156,13533.0,6.0
1157,7120.0,6.0
1158,6173.0,4.0
1159,5071.0,4.0
1160,72449.0,4.0
1161,9337.0,4.0
1162,4735.0,5.999999999999999
1163,10109.0,6.0
1164,212181.0,4.0
1165,10480.0,2.0
1166,26502.0,5.999999999999999
1167,37595.0,4.0
1168,4461.0,4.0
1169,6037.0,4.0
1170,12959.0,4.0
1171,17189.0,4.0
1172,26080.0,4.0
1173,18166.0,4.0
1174,8338.0,4.0
1175,26573.0,4.0
1176,6547.0,2.0
1177,76588.0,4.0
1178,18128.0,6.0
1179,13714.0,5.999999999999999
1180,13285.0,4.0
1181,32091.0,7.020806387225535
1182,11874.0,4.0
1183,3169.0,4.0
1184,31748.0,4.0
1185,9627.0,5.999999999999999
1186,558971.0,8.0
1187,38488.0,4.0
1188,16396.0,6.0
1189,140844.0,4.0
1190,10176.0,5.999999999999999
1191,22526.0,6.000000000000001
1192,11307.0,2.0
1193,45648.0,6.0
1194,11086.0,4.0
1195,4699.0,6.0
1196,7189.0,6.0
1197,14695.0,6.0
1198,9524.0,5.999999999999999
1199,17965.0,6.0
1200,7153.0,4.0
1201,18595.0,6.0
1202,6041.0,4.0
1203,56524.0,7.020806387225535
1204,10341.0,4.0
1205,6582.0,4.0
1206,67425.0,8.0
1207,9088.0,5.999999999999999
1208,13289.0,4.0
1209,24143.0,5.062419161676604
1210,6949.0,6.0
1211,11932.0,4.0
1212,20897.0,6.0
1213,5054.0,6.0
1214,17665.0,2.0
1215,7743.0,4.0
1216,7999.0,4.0
1217,19631.0,4.0
1218,8475.0,5.999999999999999
1219,21291.0,4.0
1220,34388.0,2.0
1221,5206.0,6.0
1222,16537.0,4.0
1223,51007.0,6.000000000000001
1224,8013.0,4.0
1225,3215.0,2.0
1226,10547.0,6.000000000000001
1227,18462.0,4.0
1228,41351.0,4.0
1229,9339.0,6.0
1230,49294.0,4.0
1231,1684.0,4.0
1232,11876.0,6.0
1233,17365.0,4.0
1234,13478.0,4.0
1235,42136.0,4.0
1236,35480.0,5.999999999999999
1237,13693.0,4.0
1238,15773.0,4.0
1239,18115.0,4.0
1240,7864.0,4.0
1241,10764.0,4.0
1242,6655.0,8.0
1243,9784.0,4.0
1244,86173.0,4.0
1245,9114.0,4.0
1246,13956.0,2.0
1247,8558.0,4.0
1248,25250.0,4.0
1249,5173.0,6.0
1250,20954.0,4.0
1251,35655.0,27.875937157431707
1252,11177.0,19.83361567576509
1253,78217.0,19.975645260007973
1254,13135.0,19.85783045784362
1255,21272.0,19.9114104220368
1256,22598.0,19.916536349298486
1257,8494.0,19.782960965725074
1258,67617.0,19.971845197368946
1259,130506.0,27.965885591519605
1260,113683.0,27.960851401163723
1261,5804.0,19.68760650454623
1262,4008.0,19.557935506172047
1263,6140.0,19.703857887897637
1264,8378.0,19.7800660426244
1265,10977.0,19.830669721978296
1266,17947.0,19.895284078523233
1267,263212.0,27.983064558549994
1268,3844.0,19.540519629095986
1269,13455.0,23.768555694932193
1270,19708.0,19.904491983058694
1271,12486.0,19.850624712299236
1272,12514.0,19.850950635907033
1273,41641.0,19.954415433894457
1274,19244.0,19.902226675915994
1275,9495.0,19.805098809723184
1276,252922.0,27.982376416268618
1277,19156.0,19.901784871198675
1278,149139.0,19.98720228163141
1279,54195.0,19.964913120447306
1280,8430.0,19.781373260014817
1281,24067.0,19.92156420038569
1282,83412.0,19.97715632755712
1283,6311.0,19.711496188407576
1284,15574.0,19.879648627650393
1285,20854.0,19.909661457927232
1286,242175.0,27.981595362629513
1287,93651.0,19.979645386764293
1288,13354.0,23.76684603063596
1289,13959.0,19.866035350331913
1290,71820.0,19.973485572003632
1291,5472.0,19.669696218696654
1292,12353.0,19.849056905474736
1293,13506.0,19.8616456994285
1294,24546.0,27.82050880612685
1295,33386.0,19.943250829904578
1296,8067.0,19.77190944798566
1297,14278.0,19.868963030572395
1298,27701.0,19.931736858067318
1299,52129.0,27.914905651758644
1300,34154.0,19.944515113042964
1301,28549.0,19.933742108607493
1302,181755.0,27.975487903606183
1303,64888.0,19.97066687743369
1304,3250.0,19.46404227617369
1305,50926.0,19.962674863305086
1306,14855.0,19.873945856160656
1307,35139.0,19.94605645611976
1308,21476.0,19.912239623733804
1309,27575.0,19.931428504237296
1310,20347.0,19.907445155104355
1311,16635.0,27.736754369352973
1312,6919.0,19.73573154252116
1313,7682.0,19.760933669148226
1314,8245.0,19.77665035535509
1315,15905.0,11.020806387225536
1316,3537.0,12.041612774451067
1317,3209.0,11.020806387225534
1318,1693.0,12.0
1319,24406.0,11.020806387225534
1320,6579.0,11.020806387225534
1321,1733.0,12.0
1322,1854.0,12.0
1323,2167.0,11.020806387225534
1324,2110.0,11.020806387225536
1325,4281.0,11.020806387225534
1326,3702.0,11.020806387225536
1327,4457.0,11.020806387225534
1328,1132.0,11.0
1329,206.0,10.0
1330,190.0,10.0
1331,865.0,8.0
1332,501.0,10.0
1333,379.0,10.0
1334,4685.0,11.020806387225534
1335,299.0,10.0
1336,172.0,10.0
1337,330.0,10.0
1338,258.0,11.0
1339,198.0,7.0
1340,79.0,10.0
1341,188.0,10.0
1342,706.0,10.0
1343,856.0,10.0
1344,2196.0,11.020806387225532
1345,2765.0,12.041612774451067
1346,756.0,8.0
1347,71.0,10.0
1348,5.0,10.0
1349,305.0,10.0
1350,128.0,10.0
1351,61.0,10.0
1352,89.0,10.0
1353,63.0,10.0
1354,1050.0,8.0
1355,3508.0,11.020806387225534
1356,563.0,7.0
1357,1167.0,12.0
1358,668.0,7.0
1359,628.0,7.0
1360,315.0,10.0
1361,51.0,10.0
1362,2667.0,12.041612774451067
1363,1421.0,11.0
1364,929.0,11.0
1365,167.0,10.0
1366,176.0,10.0
1367,516.0,10.0
1368,33.0,10.0
1369,25.0,10.0
1370,362.0,10.0
1371,406.0,10.0
1372,448.0,10.0
1373,526.0,10.0
1374,107.0,10.0
1375,61.0,10.0
1376,303.0,10.0
1377,321.0,10.0
1378,5493.0,11.020806387225536
1379,109.0,10.0
1380,855.0,8.0
1381,312.0,10.0
1382,188.0,10.0
1383,562.0,11.0
1384,217.0,10.0
1385,128.0,10.0
1386,195.0,10.0
1387,1204.0,12.0
1388,202.0,10.0
1389,364.0,10.0
1390,969.0,8.0
1391,344.0,10.0
1392,75.0,10.0
1393,261.0,10.0
1394,166.0,10.0
1395,908.0,10.0
1396,1273.0,11.0
1397,4540.0,11.020806387225534
1398,18807.0,11.020806387225536
1399,8229.0,11.020806387225536
1400,2927.0,11.020806387225534
1401,7267.0,11.020806387225536
1402,10774.0,11.020806387225534
1403,7450.0,11.020806387225534
1404,91.0,10.0
1405,14143.0,11.020806387225534
1406,6745.0,11.020806387225536
1407,4575.0,11.020806387225534
1408,2051.0,11.020806387225532
1409,221.0,10.0
1410,3291.0,11.020806387225536
1411,4431.0,11.020806387225534
1412,3546.0,11.020806387225534
1413,54258.0,10.931114825775406
1414,1461.0,12.0
1415,3885.0,11.020806387225536
1416,18849.0,11.020806387225534
1417,1629.0,12.0
1418,20409.0,11.020806387225534
1419,7734.0,11.020806387225534
1420,14080.0,11.020806387225534
1421,14207.0,11.020806387225534
1422,7609.0,11.020806387225534
1423,342.0,10.0
1424,682.0,8.0
1425,412.0,8.0
1426,1052.0,8.0
1427,137.0,10.0
1428,292.0,10.0
1429,627.0,7.0
1430,5483.0,11.020806387225536
1431,619.0,7.0
1432,3251.0,11.020806387225536
1433,1133.0,11.0
1434,1216.0,12.0
1435,555.0,10.0
1436,878.0,8.0
1437,1023.0,12.0
1438,173.0,10.0
1439,145.0,10.0
1440,1115.0,10.0
1441,414.0,10.0
1442,358.0,10.0
1443,2802.0,11.020806387225534
1444,236.0,10.0
1445,94.0,10.0
1446,4578.0,11.020806387225534
1447,2567.0,11.020806387225536
1448,752.0,8.0
1449,829.0,8.0
1450,3810.0,11.020806387225536
1451,730.0,11.0
1452,165.0,10.0
1453,1425.0,12.0
1454,1665.0,12.0
1455,331.0,6.0
1456,6396.0,11.020806387225536
1457,1160.0,10.0
1458,39.0,10.0
1459,1470.0,12.0
1460,48.0,10.0
1461,1924.0,11.0
1462,1439.0,12.0
1463,425.0,10.0
1464,1793.0,12.0
1465,1797.0,11.0
1466,55.0,10.0
1467,624.0,9.0
1468,1035.0,10.0
1469,1035.0,9.0
1470,251.0,10.0
1471,1411.0,12.0
1472,919.0,10.0
1473,956.0,11.0
1474,1393.0,11.0
1475,342.0,10.0
1476,1271.0,12.0
1477,1278.0,11.0
1478,415.0,10.0
1479,293.0,10.0
1480,437.0,10.0
1481,1499.0,12.0
1482,12962.0,11.020806387225534
1483,2746.0,12.04161277445107
1484,1949.0,11.003977662380946
1485,2025.0,12.04161277445107
1486,3161.0,11.020806387225534
1487,2228.0,11.020806387225536
1488,2247.0,12.041612774451067
1489,931.0,10.0
1490,4377.0,11.020806387225536
1491,2223.0,11.020806387225536
1492,2739.0,10.000000000000002
1493,2063.0,12.041612774451071
1494,3242.0,11.020806387225534
1495,1436.0,11.0
1496,4540.0,11.020806387225534
1497,2249.0,12.041612774451071
1498,1248.0,11.0
1499,2164.0,12.041612774451071
1500,881.0,8.0
1501,3691.0,12.04161277445107
1502,3227.0,11.020806387225534
1503,515.0,8.0
1504,11348.0,12.04161277445107
1505,983.0,11.0
1506,2915.0,12.04161277445107
1507,1876.0,11.0
1508,5827.0,11.020806387225536
1509,4924.0,11.020806387225534
1510,1129.0,10.0
1511,4565.0,11.020806387225532
1512,1272.0,11.0
1513,1030.0,8.0
1514,1380.0,11.0
1515,81.0,10.0
1516,58.0,10.0
1517,371.0,10.0
1518,1333.0,12.0
1519,5118.0,11.020806387225536
1520,3132.0,11.020806387225536
1521,2191.0,12.04161277445107
1522,1305.0,11.0
1523,2122.0,11.020806387225534
1524,1956.0,11.005770194861555
1525,965.0,7.0
1526,2908.0,11.020806387225534
1527,1221.0,11.0
1528,674.0,10.0
1529,2632.0,11.020806387225534
1530,1761.0,11.0
1531,766.0,8.0
1532,2626.0,12.041612774451067
1533,1893.0,12.0
1534,1456.0,12.0
1535,1099.0,8.0
1536,2172.0,11.020806387225536
1537,73.0,10.0
1538,1674.0,12.0
1539,1619.0,12.0
1540,459.0,10.0
1541,937.0,10.0
1542,562.0,11.0
1543,3820.0,12.04161277445107
1544,667.0,7.0
1545,1759.0,11.0
1546,2922.0,11.020806387225534
1547,658.0,10.0
1548,2294.0,11.020806387225536
1549,1286.0,11.0
1550,1557.0,12.0
1551,123.0,10.0
1552,764.0,8.0
1553,988.0,11.0
1554,1668.0,12.0
1555,2722.0,12.04161277445107
1556,165.0,10.0
1557,687.0,10.0
1558,248.0,10.0
1559,885.0,8.0
1560,987.0,8.0
1561,1214.0,11.0
1562,41.0,10.0
1563,1045.0,9.0
1564,30.0,10.0
1565,1663.0,11.0
1566,312.0,8.0
1567,3704.0,11.020806387225536
1568,1521.0,12.0
1569,3015.0,11.020806387225532
1570,3681.0,11.020806387225536
1571,1105.0,11.0
1572,1195.0,10.0
1573,304.0,10.0
1574,3582.0,11.020806387225536
1575,235.0,10.0
1576,298.0,10.0
1577,756.0,10.0
1578,349.0,10.0
1579,69.0,10.0
1580,1247.0,11.0
1581,1230.0,11.0
1582,1156.0,10.0
1583,647.0,6.0
1584,20667.0,11.020806387225536
1585,958.0,8.0
1586,1146.0,11.0
1587,6618.0,11.020806387225534
1588,333.0,10.0
1589,2153.0,12.04161277445107
1590,115.0,10.0
1591,959.0,10.0
1592,438.0,10.0
1593,684.0,8.0
1594,1479.0,12.0
1595,1939.0,12.00281132060161
1596,2476.0,11.020806387225532
1597,912.0,8.0
1598,24.0,10.0
1599,1145.0,11.0
1600,1770.0,11.0
1601,164.0,10.0
1602,1092.0,11.0
1603,852.0,10.0
1604,720.0,7.0
1605,765.0,7.0
1606,3453.0,11.020806387225534
1607,927.0,10.0
1608,6161.0,11.020806387225536
1609,4949.0,12.04161277445107
1610,2557.0,12.041612774451067
1611,816.0,10.0
1612,1056.0,11.0
1613,999.0,10.0
1614,100.0,10.0
1615,523.0,10.0
1616,97.0,10.0
1617,693.0,11.0
1618,2115.0,12.041612774451067
1619,3379.0,11.020806387225536
1620,343.0,10.0
1621,532.0,8.0
1622,82.0,10.0
1623,963.0,11.0
1624,2370.0,11.020806387225534
1625,3183.0,11.020806387225536
1626,187.0,10.0
1627,1249.0,11.0
1628,2301.0,12.041612774451067
1629,7843.0,11.020806387225534
1630,8712.0,11.020806387225536
1631,3110.0,11.020806387225534
1632,293.0,10.0
1633,623.0,10.0
1634,405.0,10.0
1635,944.0,11.0
1636,140.0,10.0
1637,30.0,10.0
1638,229.0,10.0
1639,461.0,10.0
1640,995.0,8.0
1641,1460.0,11.0
1642,56.0,10.0
1643,268.0,10.0
1644,178.0,10.0
1645,487.0,8.0
1646,137.0,10.0
1647,151.0,10.0
1648,1002.0,8.0
1649,3048.0,11.020806387225534
1650,1474.0,10.0
1651,913.0,8.0
1652,40.0,6.0
1653,160.0,10.0
1654,214.0,10.0
1655,1660.0,12.0
1656,601.0,10.0
1657,578.0,10.0
1658,1016.0,10.0
1659,733.0,7.0
1660,195.0,10.0
1661,173.0,10.0
1662,111.0,10.0
1663,415.0,8.0
1664,6693.0,11.020806387225536
1665,2347.0,11.020806387225536
1666,2501.0,11.020806387225534
1667,1037.0,8.0
1668,1950.0,11.004234134080876
1669,2536.0,12.041612774451067
1670,7860.0,11.020806387225532
1671,1688.0,11.0
1672,2666.0,11.020806387225534
1673,1642.0,12.0
1674,736.0,7.0
1675,744.0,7.0
1676,73.0,10.0
1677,307.0,10.0
1678,1480.0,12.0
1679,71.0,10.0
1680,1001.0,8.0
1681,28.0,10.0
1682,619.0,7.0
1683,793.0,7.0
1684,4215.0,11.020806387225536
1685,626.0,7.0
1686,1186.0,11.0
1687,133.0,10.0
1688,683.0,7.0
1689,3094.0,12.041612774451067
1690,573.0,10.0
1691,144.0,10.0
1692,368.0,11.0
1693,664.0,10.0
1694,2332.0,11.020806387225536
1695,1398.0,12.0
1696,2917.0,12.041612774451067
1697,58.0,10.0
1698,376.0,10.0
1699,1489.0,12.0
1700,5754.0,11.020806387225536
1701,748.0,7.0
1702,770.0,8.0
1703,504.0,10.0
1704,50.0,10.0
1705,64.0,10.0
1706,5487.0,11.020806387225534
1707,744.0,8.0
1708,767.0,10.0
1709,801.0,8.0
1710,875.0,8.0
1711,576.0,10.0
1712,577.0,10.0
1713,450.0,10.0
1714,618.0,8.0
1715,752.0,8.0
1716,2090.0,11.020806387225536
1717,769.0,10.0
1718,804.0,10.0
1719,741.0,7.0
1720,1369.0,12.0
1721,1284.0,11.0
1722,555.0,10.0
1723,1165.0,10.0
1724,2097.0,11.020806387225536
1725,1437.0,11.0
1726,1161.0,11.0
1727,611.0,6.0
1728,711.0,8.0
1729,1324.0,12.0
1730,616.0,8.0
1731,2814.0,7.958387225548932
1732,905.0,10.0
1733,439.0,10.0
1734,855.0,10.0
1735,155.0,10.0
1736,348.0,10.0
1737,97.0,10.0
1738,2011.0,12.039266010724035
1739,275.0,10.0
1740,867.0,9.0
1741,303.0,10.0
1742,433.0,10.0
1743,133.0,10.0
1744,97.0,10.0
1745,427.0,10.0
1746,546.0,10.0
1747,56.0,10.0
1748,234.0,10.0
1749,1037.0,8.0
1750,1092.0,10.0
1751,143.0,10.0
1752,692.0,7.0
1753,407.0,10.0
1754,924.0,8.0
1755,1143.0,11.0
1756,1352.0,12.0
1757,749.0,8.0
1758,395.0,10.0
1759,118.0,10.0
1760,1058.0,8.0
1761,155.0,10.0
1762,326.0,10.0
1763,604.0,10.0
1764,617.0,10.0
1765,572.0,10.0
1766,472.0,10.0
1767,266.0,10.0
1768,899.0,8.0
1769,48.0,10.0
1770,140.0,10.0
1771,115.0,10.0
1772,56.0,10.0
1773,120.0,10.0
1774,470.0,10.0
1775,148.0,10.0
1776,2122.0,12.041612774451067
1777,2476.0,12.04161277445107
1778,3505.0,11.020806387225534
1779,5932.0,11.020806387225532
1780,15295.0,11.020806387225534
1781,6353.0,11.020806387225536
1782,1214.0,10.0
1783,1719.0,12.0
1784,5797.0,11.020806387225534
1785,3662.0,11.020806387225534
1786,10325.0,11.020806387225534
1787,3394.0,11.020806387225537
1788,8537.0,11.020806387225534
1789,4714.0,11.020806387225534
1790,2581.0,11.020806387225537
1791,2808.0,12.041612774451067
1792,3680.0,11.020806387225534
1793,1270.0,11.0
1794,3971.0,11.020806387225534
1795,1392.0,11.0
1796,5669.0,11.020806387225536
1797,1446.0,11.0
1798,15867.0,11.020806387225536
1799,14496.0,11.020806387225536
1800,2308.0,12.04161277445107
1801,5959.0,11.020806387225534
1802,5815.0,11.020806387225536
1803,10183.0,11.020806387225534
1804,11975.0,11.020806387225536
1805,414.0,10.0
1806,378.0,11.0
1807,184.0,10.0
1808,369.0,10.0
1809,285.0,10.0
1810,44100.0,10.000000000000002
1811,414800.0,9.999999999999998
1812,575447.0,10.0
1813,70343.0,10.0
1814,22103.0,10.000000000000002
1815,129502.0,10.0
1816,72868.0,9.999999999999998
1817,125795.0,9.999999999999998
1818,23944.0,9.999999999999998
1819,205569.0,10.000000000000002
1820,20788.0,9.999999999999998
1821,195047.0,9.999999999999998
1822,236961.0,10.0
1823,14166.0,10.000000000000002
1824,695162.0,10.0
1825,611083.0,10.0
1826,40971.0,10.0
1827,77499.0,10.0
1828,14330.0,10.0
1829,28667.0,10.0
1830,101794.0,10.000000000000002
1831,66662.0,10.0
1832,43344.0,10.0
1833,400167.0,9.999999999999998
1834,37140.0,11.619548613523724
1835,13381.0,9.295482702020356
1836,8167.0,10.854355289421258
1837,5992.0,14.937580838323393
1838,12584.0,16.979193612774466
1839,4796.0,13.916774451097863
1840,27159.0,12.513917334320656
1841,10900.0,9.183178991014112
1842,11197.0,8.812742514970191
1843,5534.0,11.875161676646794
1844,2920.0,9.833548902195725
1845,15947.0,14.937580838323399
1846,2244.0,18.0
1847,2731.0,11.875161676646796
1848,18518.0,9.437193092933544
1849,6339.0,12.89596806387233
1850,385.0,18.0
1851,1439.0,12.0
1852,2599.0,12.895968063872328
1853,1228.0,11.0
1854,4809.0,11.875161676646794
1855,1151.0,13.0
1856,545.0,18.0
1857,5114.0,12.895968063872328
1858,544.0,18.0
1859,1448.0,18.0
1860,2146.0,11.875161676646792
1861,4688.0,11.875161676646796
1862,3884.0,12.89596806387233
1863,796.0,18.0
1864,140.0,18.0
1865,179.0,18.0
1866,1190.0,12.0
1867,7392.0,12.895968063872328
1868,1268.0,13.0
1869,685.0,18.0
1870,25163.0,12.89596806387233
1871,1339.0,12.0
1872,702.0,18.0
1873,579.0,18.0
1874,2308.0,11.875161676646794
1875,1637.0,13.0
1876,375.0,18.0
1877,430.0,18.0
1878,1131.0,12.0
1879,4635.0,12.89596806387233
1880,731.0,18.0
1881,7809.0,10.85435528942126
1882,25438.0,12.48903514103125
1883,4570.0,9.833548902195725
1884,23121.0,12.44992498046834
1885,5141.0,10.854355289421258
1886,15326.0,12.236786468061569
1887,11956.0,9.833548902195725
1888,33994.0,12.854355289421258
1889,6515.0,9.833548902195727
1890,18383.0,14.937580838323397
1891,66884.0,13.702487968527006
1892,21001.0,11.875161676646794
1893,14733.0,13.916774451097863
1894,11341.0,11.875161676646796
1895,9127.0,9.833548902195723
1896,10379.0,11.875161676646792
1897,12309.0,13.916774451097861
1898,13491.0,11.875161676646792
1899,30164.0,12.550772214438387
1900,12605.0,11.875161676646794
1901,447.0,18.0
1902,1065.0,18.0
1903,3442.0,11.875161676646792
1904,100.0,18.0
1905,4312.0,11.875161676646794
1906,3753.0,13.916774451097861
1907,2776.0,11.875161676646794
1908,13123.0,12.895968063872328
1909,22132.0,12.430843764010325
1910,28980.0,12.895968063872328
1911,6611.0,12.895968063872328
1912,21390.0,11.875161676646794
1913,2871.0,11.875161676646792
1914,6395.0,11.439274162928621
1915,18806.0,9.833548902195725
1916,4676.0,11.875161676646794
1917,5103.0,11.875161676646794
1918,33294.0,10.599452221181165
1919,11096.0,21.062419161676605
1920,23445.0,11.875161676646794
1921,60079.0,12.854355289421262
1922,8742.0,12.707943630098178
1923,3935.0,12.895968063872328
1924,14264.0,12.895968063872328
1925,5195.0,10.854355289421258
1926,40457.0,12.89596806387233
1927,6311.0,11.875161676646794
1928,2744.0,9.833548902195727
1929,5887.0,13.916774451097863
1930,14564.0,11.248462505494853
1931,18703.0,12.89596806387233
1932,39494.0,11.875161676646794
1933,5536.0,12.895968063872328
1934,4199.0,11.875161676646792
1935,32041.0,9.833548902195727
1936,7150.0,12.895968063872326
1937,15750.0,12.253485683962875
1938,9190.0,11.875161676646796
1939,4835.0,10.85435528942126
1940,2544.0,13.916774451097861
1941,3555.0,11.875161676646794
1942,1325.0,18.0
1943,1609.0,13.0
1944,1256.0,13.0
1945,954.0,18.0
1946,1306.0,18.0
1947,1443.0,11.0
1948,3616.0,12.895968063872328
1949,1267.0,11.0
1950,1306.0,10.0
1951,12024.0,12.895968063872328
1952,267.0,18.0
1953,561.0,18.0
1954,1305.0,18.0
1955,527.0,18.0
1956,90.0,18.0
1957,7141.0,11.875161676646792
1958,898.0,18.0
1959,2531.0,12.89596806387233
1960,6420.0,13.916774451097863
1961,321.0,18.0
1962,1552.0,10.0
1963,1346.0,18.0
1964,2071.0,11.875161676646792
1965,686.0,18.0
1966,767.0,18.0
1967,1183.0,18.0
1968,21813.0,12.337766071077903
1969,985.0,10.0
1970,2829.0,12.895968063872328
1971,843.0,18.0
1972,39939.0,12.854355289421262
1973,12086.0,11.875161676646794
1974,797.0,18.0
1975,3587.0,18.0
1976,2363.0,12.89596806387233
1977,26537.0,10.85435528942126
1978,11694.0,12.89596806387233
1979,14627.0,10.85435528942126
1980,5642.0,12.895968063872328
1981,663.0,18.0
1982,9363.0,11.875161676646796
1983,1004.0,10.0
1984,6621.0,11.875161676646794
1985,103343.0,11.833548902195723
1986,378.0,18.0
1987,1222.0,14.0
1988,21168.0,12.895968063872328
1989,15712.0,11.291546237493218
1990,11064.0,11.875161676646796
1991,11487.0,9.833548902195723
1992,10556.0,12.895968063872328
1993,1023.0,18.0
1994,726.0,18.0
1995,12137.0,12.895968063872326
1996,751.0,18.0
1997,4713.0,13.916774451097861
1998,3366.0,11.875161676646792
1999,2439.0,12.89596806387233
2000,1388.0,18.0
2001,358.0,18.0
2002,18328.0,12.895968063872328
2003,948.0,12.0
2004,549.0,18.0
2005,4789.0,10.854355289421258
2006,10542.0,12.895968063872326
2007,7462.0,10.854355289421258
2008,1439.0,18.0
2009,2207.0,11.875161676646792
2010,1033.0,18.0
2011,15570.0,10.85435528942126
2012,28824.0,11.875161676646794
2013,2093.0,18.0
2014,10699.0,13.916774451097863
2015,6489.0,11.875161676646794
2016,9266.0,11.875161676646794
2017,15080.0,9.35238072521558
2018,25385.0,9.833548902195725
2019,3735.0,11.875161676646794
2020,18010.0,10.394369294712783
2021,51666.0,13.652580958297834
2022,3892.0,18.0
2023,23212.0,12.45160232661375
2024,12786.0,12.895968063872328
2025,21766.0,12.895968063872331
2026,2713.0,11.875161676646792
2027,16028.0,11.302385122832913
2028,31181.0,12.521349593282322
2029,7997.0,13.916774451097863
2030,10581.0,12.89596806387233
2031,11292.0,11.875161676646794
2032,14098.0,13.916774451097863
2033,20220.0,12.388908453448352
2034,4232.0,10.835539106798176
2035,7799.0,21.0624191616766
2036,56433.0,10.661275192008834
2037,30063.0,10.572927434041823
2038,22551.0,9.505104989325245
2039,8237.0,12.89596806387233
2040,36089.0,12.55270065297261
2041,18378.0,12.340676646411108
2042,25196.0,9.538284444927555
2043,50544.0,10.643965360840808
2044,11660.0,21.062419161676605
2045,9038.0,12.89596806387233
2046,17491.0,13.280306540546945
2047,3102.0,12.895968063872328
2048,4701.0,13.916774451097861
2049,43137.0,13.65023890080225
2050,16292.0,9.833548902195727
2051,5422.0,12.895968063872328
2052,14124.0,11.875161676646794
2053,22430.0,12.895968063872328
2054,6038.0,12.89596806387233
2055,10486.0,11.875161676646796
2056,18884.0,11.875161676646794
2057,34680.0,12.55401817804782
2058,18679.0,12.895968063872328
2059,10150.0,10.854355289421262
2060,17404.0,10.85435528942126
2061,7090.0,13.916774451097861
2062,16585.0,10.85435528942126
2063,15165.0,12.230215830538727
2064,23543.0,9.518387409924452
2065,10128.0,11.875161676646796
2066,3348.0,12.895968063872331
2067,12405.0,12.89596806387233
2068,28726.0,12.53406594404649
2069,33744.0,11.833548902195725
2070,18177.0,12.895968063872328
2071,6017.0,13.916774451097861
2072,20677.0,12.399604879872921
2073,4217.0,12.895968063872328
2074,13954.0,9.833548902195725
2075,24565.0,12.895968063872328
2076,8242.0,11.875161676646794
2077,9752.0,10.854355289421258
2078,10367.0,10.85435528942126
2079,7265.0,13.916774451097863
2080,20470.0,12.39481634049262
2081,23565.0,13.916774451097861
2082,7856.0,11.6799453651969
2083,20434.0,12.393974103817724
2084,6111.0,13.916774451097863
2085,49093.0,13.875161676646796
2086,20591.0,21.062419161676605
2087,12163.0,9.833548902195725
2088,18153.0,16.979193612774463
2089,16456.0,12.895968063872326
2090,18109.0,13.300904538253047
2091,11370.0,12.965031499303262
2092,38614.0,12.895968063872328
